arm,seed,k,incumbent_max_rounds,jitter_scale,flip_applied,flip_time,cap_before,cap_after,healthy_committed,decided_by,healthy_ttfc,healthy_rounds,incumbent_p1_quorums,incumbent_committed,decided_value,nacks_seen_by_healthy
c3_healthy_incumbent,44,5,4,1.0,False,,"(1,1)",,True,incumbent,3.421548889184452,2,1,True,incumbent-1,7
c3_healthy_incumbent,45,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4314870693950894,2,1,True,incumbent-1,7
c3_healthy_incumbent,46,5,4,1.0,False,,"(1,1)",,True,incumbent,3.415966309065789,2,1,True,incumbent-1,7
c3_healthy_incumbent,47,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4062630295934326,2,1,True,incumbent-1,7
c3_healthy_incumbent,48,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4238900776068366,2,1,True,incumbent-1,7
c3_healthy_incumbent,49,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4293487711540003,2,1,True,incumbent-1,7
c3_healthy_incumbent,50,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4133211965665886,2,1,True,incumbent-1,7
c3_healthy_incumbent,51,5,4,1.0,False,,"(1,1)",,True,incumbent,3.410781636765151,2,1,True,incumbent-1,7
c3_healthy_incumbent,52,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4188843007278518,2,1,True,incumbent-1,7
c3_healthy_incumbent,53,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4293187517597676,2,1,True,incumbent-1,7
c3_healthy_incumbent,54,5,4,1.0,False,,"(1,1)",,True,incumbent,3.425143064596602,2,1,True,incumbent-1,7
c3_healthy_incumbent,55,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4330666355018806,2,1,True,incumbent-1,7
c3_healthy_incumbent,56,5,4,1.0,False,,"(1,1)",,True,incumbent,3.420386656209704,2,1,True,incumbent-1,7
c3_healthy_incumbent,57,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4096268823798237,2,1,True,incumbent-1,7
c3_healthy_incumbent,58,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4186601447785208,2,1,True,incumbent-1,7
c3_healthy_incumbent,59,5,4,1.0,False,,"(1,1)",,True,incumbent,3.418833792852743,2,1,True,incumbent-1,7
c3_healthy_incumbent,60,5,4,1.0,False,,"(1,1)",,True,incumbent,3.405109218886439,2,1,True,incumbent-1,7
c3_healthy_incumbent,61,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4211323869835013,2,1,True,incumbent-1,7
c3_healthy_incumbent,62,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4325787012730817,2,1,True,incumbent-1,7
c3_healthy_incumbent,63,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4146454808673923,2,1,True,incumbent-1,7
c3_healthy_incumbent,64,5,4,1.0,False,,"(1,1)",,True,incumbent,3.413729596803236,2,1,True,incumbent-1,7
c3_healthy_incumbent,65,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4210724991846213,2,1,True,incumbent-1,7
c3_healthy_incumbent,66,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4225704456865156,2,1,True,incumbent-1,7
c3_healthy_incumbent,67,5,4,1.0,False,,"(1,1)",,True,incumbent,3.427995627269727,2,1,True,incumbent-1,7
c3_healthy_incumbent,68,5,4,1.0,False,,"(1,1)",,True,incumbent,3.41747922960589,2,1,True,incumbent-1,7
c3_healthy_incumbent,69,5,4,1.0,False,,"(1,1)",,True,incumbent,3.432534223901918,2,1,True,incumbent-1,7
c3_healthy_incumbent,70,5,4,1.0,False,,"(1,1)",,True,incumbent,3.410859962553358,2,1,True,incumbent-1,7
c3_healthy_incumbent,71,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4297449518123155,2,1,True,incumbent-1,7
c3_healthy_incumbent,72,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4211203591307804,2,1,True,incumbent-1,7
c3_healthy_incumbent,73,5,4,1.0,False,,"(1,1)",,True,incumbent,3.40924734033276,2,1,True,incumbent-1,7
c3_healthy_incumbent,74,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4249740708281333,2,1,True,incumbent-1,7
c3_healthy_incumbent,75,5,4,1.0,False,,"(1,1)",,True,incumbent,3.406723474672239,2,1,True,incumbent-1,7
c3_healthy_incumbent,76,5,4,1.0,False,,"(1,1)",,True,incumbent,3.426275529233802,2,1,True,incumbent-1,7
c3_healthy_incumbent,77,5,4,1.0,False,,"(1,1)",,True,incumbent,3.414172815479832,2,1,True,incumbent-1,7
c3_healthy_incumbent,78,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4191318914102435,2,1,True,incumbent-1,7
c3_healthy_incumbent,79,5,4,1.0,False,,"(1,1)",,True,incumbent,3.422869458738189,2,1,True,incumbent-1,7
c3_healthy_incumbent,80,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4222916046782412,2,1,True,incumbent-1,7
c3_healthy_incumbent,81,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4187669946158437,2,1,True,incumbent-1,7
c3_healthy_incumbent,82,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4226851247076056,2,1,True,incumbent-1,7
c3_healthy_incumbent,83,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4194224953824595,2,1,True,incumbent-1,7
c3_healthy_incumbent,84,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4238842122951656,2,1,True,incumbent-1,7
c3_healthy_incumbent,85,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4175306962447785,2,1,True,incumbent-1,7
c3_healthy_incumbent,86,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4234590339617714,2,1,True,incumbent-1,7
c3_healthy_incumbent,87,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4277052975847244,2,1,True,incumbent-1,7
c3_healthy_incumbent,88,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4075736249448205,2,1,True,incumbent-1,7
c3_healthy_incumbent,89,5,4,1.0,False,,"(1,1)",,True,incumbent,3.4133406529128134,2,1,True,incumbent-1,7
c3_healthy_incumbent,40,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4299557442049533,2,1,True,incumbent-1,7
c3_healthy_incumbent,41,5,8,1.0,False,,"(1,1)",,True,incumbent,3.418003696935374,2,1,True,incumbent-1,7
c3_healthy_incumbent,42,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4062607395878572,2,1,True,incumbent-1,7
c3_healthy_incumbent,43,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4164038075818794,2,1,True,incumbent-1,7
c3_healthy_incumbent,44,5,8,1.0,False,,"(1,1)",,True,incumbent,3.421548889184452,2,1,True,incumbent-1,7
c3_healthy_incumbent,45,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4314870693950894,2,1,True,incumbent-1,7
c3_healthy_incumbent,46,5,8,1.0,False,,"(1,1)",,True,incumbent,3.415966309065789,2,1,True,incumbent-1,7
c3_healthy_incumbent,47,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4062630295934326,2,1,True,incumbent-1,7
c3_healthy_incumbent,48,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4238900776068366,2,1,True,incumbent-1,7
c3_healthy_incumbent,49,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4293487711540003,2,1,True,incumbent-1,7
c3_healthy_incumbent,50,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4133211965665886,2,1,True,incumbent-1,7
c3_healthy_incumbent,51,5,8,1.0,False,,"(1,1)",,True,incumbent,3.410781636765151,2,1,True,incumbent-1,7
c3_healthy_incumbent,52,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4188843007278518,2,1,True,incumbent-1,7
c3_healthy_incumbent,53,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4293187517597676,2,1,True,incumbent-1,7
c3_healthy_incumbent,54,5,8,1.0,False,,"(1,1)",,True,incumbent,3.425143064596602,2,1,True,incumbent-1,7
c3_healthy_incumbent,55,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4330666355018806,2,1,True,incumbent-1,7
c3_healthy_incumbent,56,5,8,1.0,False,,"(1,1)",,True,incumbent,3.420386656209704,2,1,True,incumbent-1,7
c3_healthy_incumbent,57,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4096268823798237,2,1,True,incumbent-1,7
c3_healthy_incumbent,58,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4186601447785208,2,1,True,incumbent-1,7
c3_healthy_incumbent,59,5,8,1.0,False,,"(1,1)",,True,incumbent,3.418833792852743,2,1,True,incumbent-1,7
c3_healthy_incumbent,60,5,8,1.0,False,,"(1,1)",,True,incumbent,3.405109218886439,2,1,True,incumbent-1,7
c3_healthy_incumbent,61,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4211323869835013,2,1,True,incumbent-1,7
c3_healthy_incumbent,62,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4325787012730817,2,1,True,incumbent-1,7
c3_healthy_incumbent,63,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4146454808673923,2,1,True,incumbent-1,7
c3_healthy_incumbent,64,5,8,1.0,False,,"(1,1)",,True,incumbent,3.413729596803236,2,1,True,incumbent-1,7
c3_healthy_incumbent,65,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4210724991846213,2,1,True,incumbent-1,7
c3_healthy_incumbent,66,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4225704456865156,2,1,True,incumbent-1,7
c3_healthy_incumbent,67,5,8,1.0,False,,"(1,1)",,True,incumbent,3.427995627269727,2,1,True,incumbent-1,7
c3_healthy_incumbent,68,5,8,1.0,False,,"(1,1)",,True,incumbent,3.41747922960589,2,1,True,incumbent-1,7
c3_healthy_incumbent,69,5,8,1.0,False,,"(1,1)",,True,incumbent,3.432534223901918,2,1,True,incumbent-1,7
c3_healthy_incumbent,70,5,8,1.0,False,,"(1,1)",,True,incumbent,3.410859962553358,2,1,True,incumbent-1,7
c3_healthy_incumbent,71,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4297449518123155,2,1,True,incumbent-1,7
c3_healthy_incumbent,72,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4211203591307804,2,1,True,incumbent-1,7
c3_healthy_incumbent,73,5,8,1.0,False,,"(1,1)",,True,incumbent,3.40924734033276,2,1,True,incumbent-1,7
c3_healthy_incumbent,74,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4249740708281333,2,1,True,incumbent-1,7
c3_healthy_incumbent,75,5,8,1.0,False,,"(1,1)",,True,incumbent,3.406723474672239,2,1,True,incumbent-1,7
c3_healthy_incumbent,76,5,8,1.0,False,,"(1,1)",,True,incumbent,3.426275529233802,2,1,True,incumbent-1,7
c3_healthy_incumbent,77,5,8,1.0,False,,"(1,1)",,True,incumbent,3.414172815479832,2,1,True,incumbent-1,7
c3_healthy_incumbent,78,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4191318914102435,2,1,True,incumbent-1,7
c3_healthy_incumbent,79,5,8,1.0,False,,"(1,1)",,True,incumbent,3.422869458738189,2,1,True,incumbent-1,7
c3_healthy_incumbent,80,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4222916046782412,2,1,True,incumbent-1,7
c3_healthy_incumbent,81,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4187669946158437,2,1,True,incumbent-1,7
c3_healthy_incumbent,82,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4226851247076056,2,1,True,incumbent-1,7
c3_healthy_incumbent,83,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4194224953824595,2,1,True,incumbent-1,7
c3_healthy_incumbent,84,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4238842122951656,2,1,True,incumbent-1,7
c3_healthy_incumbent,85,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4175306962447785,2,1,True,incumbent-1,7
c3_healthy_incumbent,86,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4234590339617714,2,1,True,incumbent-1,7
c3_healthy_incumbent,87,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4277052975847244,2,1,True,incumbent-1,7
c3_healthy_incumbent,88,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4075736249448205,2,1,True,incumbent-1,7
c3_healthy_incumbent,89,5,8,1.0,False,,"(1,1)",,True,incumbent,3.4133406529128134,2,1,True,incumbent-1,7
p4_late_phase1_fail,40,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4299557442049533,2,0,False,healthy-1,7
p4_late_phase1_fail,41,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.418003696935374,2,0,False,healthy-1,7
p4_late_phase1_fail,42,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4062607395878572,2,0,False,healthy-1,7
p4_late_phase1_fail,43,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4164038075818794,2,0,False,healthy-1,7
p4_late_phase1_fail,44,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.421548889184452,2,0,False,healthy-1,7
p4_late_phase1_fail,45,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4314870693950894,2,0,False,healthy-1,7
p4_late_phase1_fail,46,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.415966309065789,2,0,False,healthy-1,7
p4_late_phase1_fail,47,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4062630295934326,2,0,False,healthy-1,7
p4_late_phase1_fail,48,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4238900776068366,2,0,False,healthy-1,7
p4_late_phase1_fail,49,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4293487711540003,2,0,False,healthy-1,7
p4_late_phase1_fail,50,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4133211965665886,2,0,False,healthy-1,7
p4_late_phase1_fail,51,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.410781636765151,2,0,False,healthy-1,7
p4_late_phase1_fail,52,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4188843007278518,2,0,False,healthy-1,7
p4_late_phase1_fail,53,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4293187517597676,2,0,False,healthy-1,7
p4_late_phase1_fail,54,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.425143064596602,2,0,False,healthy-1,7
p4_late_phase1_fail,55,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4330666355018806,2,0,False,healthy-1,7
p4_late_phase1_fail,56,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.420386656209704,2,0,False,healthy-1,7
p4_late_phase1_fail,57,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4096268823798237,2,0,False,healthy-1,7
p4_late_phase1_fail,58,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4186601447785208,2,0,False,healthy-1,7
p4_late_phase1_fail,59,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.418833792852743,2,0,False,healthy-1,7
p4_late_phase1_fail,60,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.405109218886439,2,0,False,healthy-1,7
p4_late_phase1_fail,61,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4211323869835013,2,0,False,healthy-1,7
p4_late_phase1_fail,62,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4325787012730817,2,0,False,healthy-1,7
p4_late_phase1_fail,63,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4146454808673923,2,0,False,healthy-1,7
p4_late_phase1_fail,64,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.413729596803236,2,0,False,healthy-1,7
p4_late_phase1_fail,65,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4210724991846213,2,0,False,healthy-1,7
p4_late_phase1_fail,66,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4225704456865156,2,0,False,healthy-1,7
p4_late_phase1_fail,67,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.427995627269727,2,0,False,healthy-1,7
p4_late_phase1_fail,68,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.41747922960589,2,0,False,healthy-1,7
p4_late_phase1_fail,69,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.432534223901918,2,0,False,healthy-1,7
p4_late_phase1_fail,70,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.410859962553358,2,0,False,healthy-1,7
p4_late_phase1_fail,71,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4297449518123155,2,0,False,healthy-1,7
p4_late_phase1_fail,72,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4211203591307804,2,0,False,healthy-1,7
p4_late_phase1_fail,73,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.40924734033276,2,0,False,healthy-1,7
p4_late_phase1_fail,74,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4249740708281333,2,0,False,healthy-1,7
p4_late_phase1_fail,75,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.406723474672239,2,0,False,healthy-1,7
p4_late_phase1_fail,76,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.426275529233802,2,0,False,healthy-1,7
p4_late_phase1_fail,77,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.414172815479832,2,0,False,healthy-1,7
p4_late_phase1_fail,78,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4191318914102435,2,0,False,healthy-1,7
p4_late_phase1_fail,79,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.422869458738189,2,0,False,healthy-1,7
p4_late_phase1_fail,80,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4222916046782412,2,0,False,healthy-1,7
p4_late_phase1_fail,81,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4187669946158437,2,0,False,healthy-1,7
p4_late_phase1_fail,82,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4226851247076056,2,0,False,healthy-1,7
p4_late_phase1_fail,83,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4194224953824595,2,0,False,healthy-1,7
p4_late_phase1_fail,84,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4238842122951656,2,0,False,healthy-1,7
p4_late_phase1_fail,85,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4175306962447785,2,0,False,healthy-1,7
p4_late_phase1_fail,86,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4234590339617714,2,0,False,healthy-1,7
p4_late_phase1_fail,87,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4277052975847244,2,0,False,healthy-1,7
p4_late_phase1_fail,88,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4075736249448205,2,0,False,healthy-1,7
p4_late_phase1_fail,89,5,1,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,3.4133406529128134,2,0,False,healthy-1,7
p4_late_phase1_fail,40,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.671218592254391,3,0,False,healthy-1,13
p4_late_phase1_fail,41,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.667061355287181,3,0,False,healthy-1,13
p4_late_phase1_fail,42,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.668494373338461,3,0,False,healthy-1,13
p4_late_phase1_fail,43,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.657369282553699,3,0,False,healthy-1,13
p4_late_phase1_fail,44,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.6654025647953254,3,0,False,healthy-1,13
p4_late_phase1_fail,45,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.6731169143605875,3,0,False,healthy-1,13
p4_late_phase1_fail,46,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.66574540409165,3,0,False,healthy-1,13
p4_late_phase1_fail,47,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.652817734713514,3,0,False,healthy-1,13
p4_late_phase1_fail,48,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.667953758794637,3,0,False,healthy-1,13
p4_late_phase1_fail,49,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.670758548362899,3,0,False,healthy-1,13
p4_late_phase1_fail,50,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.6718837403826825,3,0,False,healthy-1,13
p4_late_phase1_fail,51,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.664748811835091,3,0,False,healthy-1,13
p4_late_phase1_fail,52,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.675924542409163,3,0,False,healthy-1,13
p4_late_phase1_fail,53,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.667777660015444,3,0,False,healthy-1,13
p4_late_phase1_fail,54,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.661288656722263,3,0,False,healthy-1,13
p4_late_phase1_fail,55,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.668539226171507,3,0,False,healthy-1,13
p4_late_phase1_fail,56,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.655518245852365,3,0,False,healthy-1,13
p4_late_phase1_fail,57,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.665291270973977,3,0,False,healthy-1,13
p4_late_phase1_fail,58,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.664762477921457,3,0,False,healthy-1,13
p4_late_phase1_fail,59,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.654986352688269,3,0,False,healthy-1,13
p4_late_phase1_fail,60,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.667444618542767,3,0,False,healthy-1,13
p4_late_phase1_fail,61,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.657647643129316,3,0,False,healthy-1,13
p4_late_phase1_fail,62,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.665444875602477,3,0,False,healthy-1,13
p4_late_phase1_fail,63,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.668153909734345,3,0,False,healthy-1,13
p4_late_phase1_fail,64,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.676310477560932,3,0,False,healthy-1,13
p4_late_phase1_fail,65,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.674956831733944,3,0,False,healthy-1,13
p4_late_phase1_fail,66,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.662654238964853,3,0,False,healthy-1,13
p4_late_phase1_fail,67,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.662480340085777,3,0,False,healthy-1,13
p4_late_phase1_fail,68,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.676766331655765,3,0,False,healthy-1,13
p4_late_phase1_fail,69,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.665327749064042,3,0,False,healthy-1,13
p4_late_phase1_fail,70,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.665960026113465,3,0,False,healthy-1,13
p4_late_phase1_fail,71,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.673669559430639,3,0,False,healthy-1,13
p4_late_phase1_fail,72,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.653621168520772,3,0,False,healthy-1,13
p4_late_phase1_fail,73,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.651730251186468,3,0,False,healthy-1,13
p4_late_phase1_fail,74,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.663803451742469,3,0,False,healthy-1,13
p4_late_phase1_fail,75,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.658385908807398,3,0,False,healthy-1,13
p4_late_phase1_fail,76,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.671054827128154,3,0,False,healthy-1,13
p4_late_phase1_fail,77,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.653058435058838,3,0,False,healthy-1,13
p4_late_phase1_fail,78,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.669743686197544,3,0,False,healthy-1,13
p4_late_phase1_fail,79,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.656126908351974,3,0,False,healthy-1,13
p4_late_phase1_fail,80,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.65374975803771,3,0,False,healthy-1,13
p4_late_phase1_fail,81,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.6584891687443974,3,0,False,healthy-1,13
p4_late_phase1_fail,82,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.67143919647417,3,0,False,healthy-1,13
p4_late_phase1_fail,83,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.660896626222636,3,0,False,healthy-1,13
p4_late_phase1_fail,84,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.665727251746425,3,0,False,healthy-1,13
p4_late_phase1_fail,85,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.672402752688663,3,0,False,healthy-1,13
p4_late_phase1_fail,86,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.660747464517744,3,0,False,healthy-1,13
p4_late_phase1_fail,87,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.670903680012241,3,0,False,healthy-1,13
p4_late_phase1_fail,88,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.663704188839848,3,0,False,healthy-1,13
p4_late_phase1_fail,89,5,2,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,6.66179097229608,3,0,False,healthy-1,13
p4_late_phase1_fail,40,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.192046132962904,5,0,False,healthy-1,25
p4_late_phase1_fail,41,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.20309581680516,5,0,False,healthy-1,25
p4_late_phase1_fail,42,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.173909056022875,5,0,False,healthy-1,25
p4_late_phase1_fail,43,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.18627782718638,5,0,False,healthy-1,25
p4_late_phase1_fail,44,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.188665920515739,5,0,False,healthy-1,25
p4_late_phase1_fail,45,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.180217692291013,5,0,False,healthy-1,25
p4_late_phase1_fail,46,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.195177813696997,5,0,False,healthy-1,25
p4_late_phase1_fail,47,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.192343528248056,5,0,False,healthy-1,25
p4_late_phase1_fail,48,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.191154316193124,5,0,False,healthy-1,25
p4_late_phase1_fail,49,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.18224895286426,5,0,False,healthy-1,25
p4_late_phase1_fail,50,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.192088843057043,5,0,False,healthy-1,25
p4_late_phase1_fail,51,5,4,1.0,True,5.5,"(1,1)","(0,1)",True,healthy,13.188666015860349,5,0,False,healthy-1,25
